childid,mhhinco_1992,mhhinco_1993,mhhinco_1994,mhhinco_1996,mhhinco_1998,mhhinco_2000,mhhinco_2002,mhhinco_2004,mhhinco_2006,mhhinco_2008,mhhinco_2010,mhhinco_2012,mhhinco_2014,mhhinco_2016,mhhinco_2018,mhhinco_1982,mhhinco_1983,mhhinco_1984,mhhinco_1985,mhhinco_1986,mhhinco_1987,mhhinco_1988,mhhinco_1989,mhhinco_1990,mhhinco_1991,mhhinco_1981,mhhinco_1979,mhhinco_1980
363301,23056,21800,880,16000,15000,16000,18000,E,E,E,E,E,E,E,E,,,,21000,21000,25100,29000,56200,55200,22186,,,
363302,23056,21800,880,16000,15000,16000,18000,17000,E,E,E,E,E,E,E,,,,,,25100,29000,56200,55200,22186,,,
363303,,,,,15000,16000,18000,17000,25000,15000,10636,5000,14000,E,E,,,,,,,,,,,,,
363501,25200,D,63000,66000,E,E,E,E,E,E,E,E,E,E,E,D,25000,D,34020,30200,D,35368,D,33000,42352,I,I,11000
363502,25200,D,63000,66000,57250,E,E,E,E,E,E,E,E,E,E,D,25000,D,34020,30200,D,35368,D,33000,42352,I,,
363701,52950,E,E,E,E,E,E,E,E,E,E,E,E,E,E,29535,31392,38500,D,19472,D,D,41700,55400,55060,24000,D,21000
363702,52950,55500,E,E,E,E,E,E,E,E,E,E,E,E,E,29535,31392,38500,D,19472,D,D,41700,55400,55060,24000,D,21000
363703,52950,55500,D,39000,22000,E,E,E,E,E,E,E,E,E,E,29535,31392,38500,D,19472,D,D,41700,55400,55060,24000,,21000
364101,42800,47000,52700,71500,98500,E,E,E,E,E,E,,E,,,10150,13789,28000,16100,50000,10400,53810,63050,25025,34820,7000,,
364102,42800,47000,52700,71500,98500,80932,81000,89000,94000,108000,E,,E,,,,,,,,,,,25025,34820,,,
364103,,,,,98500,80932,81000,89000,94000,108000,114000,,99600,,,,,,,,,,,,,,,
364701,7788,7416,,E,E,E,E,E,E,E,E,E,E,E,E,5124,5316,5364,I,D,4932,D,35485,27792,5916,2115,30000,I
364702,7788,7416,,28000,E,E,E,E,E,E,E,E,E,E,E,5124,5316,5364,I,D,4932,D,35485,27792,5916,2115,,I
364703,7788,7416,,28000,0,E,E,E,E,E,E,E,E,E,E,5124,5316,5364,I,D,4932,D,35485,27792,5916,2115,,
364801,10536,10512,25740,D,D,E,E,E,E,E,E,E,E,E,E,0,0,0,0,812,1032,1272,1122,2970,9960,0,,2662
364802,10536,10512,25740,D,D,E,E,E,E,E,E,E,E,E,E,0,0,0,0,812,1032,1272,1122,2970,9960,,,
364803,10536,10512,25740,D,D,10544,E,E,E,E,E,E,E,E,E,,0,0,0,812,1032,1272,1122,2970,9960,,,
364804,10536,10512,25740,D,D,10544,D,E,E,E,E,E,E,E,E,,,0,0,812,1032,1272,1122,2970,9960,,,
364805,10536,10512,25740,D,D,10544,D,16000,E,E,E,E,E,E,E,,,,,812,1032,1272,1122,2970,9960,,,
364901,0,900,11207,22500,57000,D,E,E,E,E,E,E,E,,E,11200,16520,17769,17073,20310,D,6850,4500,800,5000,,,
364902,0,900,11207,22500,57000,D,E,E,E,E,E,E,E,,E,,16520,17769,17073,20310,D,6850,4500,800,5000,,,
364903,0,900,11207,22500,57000,D,69000,81000,E,E,E,E,E,,E,,,,,,,6850,4500,800,5000,,,
365001,30000,36000,66000,39000,38400,82100,E,E,E,E,E,E,E,E,E,,33025,22030,17025,20020,27060,29000,27000,26030,30000,,,
365002,30000,36000,66000,39000,38400,82100,40000,E,E,E,E,E,E,E,E,,,22030,17025,20020,27060,29000,27000,26030,30000,,,
365003,30000,36000,66000,39000,38400,82100,40000,86600,90638,E,E,E,E,E,E,,,,,,,29000,27000,26030,30000,,,
365101,61200,93844,58000,68100,86000,117400,E,E,E,E,E,E,E,E,E,D,30605,40600,I,45300,50000,55200,54600,63000,60200,,,
365201,34500,39000,42912,48700,104480,,E,E,E,E,E,E,E,E,E,0,15000,11300,18000,2000,35000,26000,10669,19352,31676,I,,17000
365202,34500,39000,42912,48700,104480,,37000,E,E,E,E,E,E,E,E,,,11300,18000,2000,35000,26000,10669,19352,31676,,,
365401,27800,D,D,D,45000,60000,73000,E,E,E,E,E,E,E,E,,,D,26000,22000,D,D,22000,15000,18400,,,
365402,27800,D,D,D,45000,60000,73000,E,E,E,E,E,E,E,E,,,D,26000,22000,D,D,22000,15000,18400,,,
365403,27800,D,D,D,45000,60000,73000,57000,R,E,E,E,E,E,E,,,,,,,,22000,15000,18400,,,
365404,27800,D,D,D,45000,60000,73000,57000,R,35000,E,E,E,E,E,,,,,,,,,,18400,,,
365405,,D,D,D,45000,60000,73000,57000,R,35000,114120,E,E,E,E,,,,,,,,,,,,,
365406,,,,D,45000,60000,73000,57000,R,35000,114120,D,E,E,E,,,,,,,,,,,,,
365407,,,,,45000,60000,73000,57000,R,35000,114120,D,14402,E,E,,,,,,,,,,,,,
365408,,,,,,60000,73000,57000,R,35000,114120,D,14402,D,E,,,,,,,,,,,,,
365409,,,,,,60000,73000,57000,R,35000,114120,D,14402,D,I,,,,,,,,,,,,,
365410,,,,,,,73000,57000,R,35000,114120,D,14402,D,I,,,,,,,,,,,,,
365501,50000,D,40020,D,44000,E,E,E,E,E,E,E,E,E,E,D,42000,40000,60000,60000,D,51000,40000,45643,65008,40000,,I
365502,50000,D,40020,D,44000,66500,77000,E,E,E,E,E,E,E,E,,,,60000,60000,D,51000,40000,45643,65008,,,
365901,32100,D,D,D,E,E,E,E,E,E,E,E,E,E,E,6404,5904,6067,15000,16100,17400,11495,D,36000,D,I,7268,I
365902,32100,D,D,D,D,E,E,E,E,E,E,E,E,E,E,6404,5904,6067,15000,16100,17400,11495,D,36000,D,I,,
365903,32100,D,D,D,D,D,E,E,E,E,E,E,E,E,E,6404,5904,6067,15000,16100,17400,11495,D,36000,D,,,
366101,41200,49000,51000,40170,46000,40500,44500,49800,58500,78200,66600,E,E,E,E,,,,,,,,,,,,,
366201,21136,20200,,D,21000,21300,D,E,E,E,E,E,E,E,E,,,,5719,2100,1500,5000,10000,D,D,,,
366202,21136,20200,,D,21000,21300,D,12400,13336,15976,E,E,E,E,E,,,,,,,,,D,D,,,
366301,64000,67030,D,55500,70900,83300,100000,85300,77500,92000,,,,,,,,,,,,,,,61050,,,
366302,,67030,D,55500,70900,83300,100000,85300,77500,92000,,,,,,,,,,,,,,,,,,
366701,11000,6633,10824,6620,7260,18590,16160,,E,E,E,E,E,,,,,,,,12000,D,D,8000,11000,,,
366901,94000,99940,99200,142363,244343,332808,390662,408473,E,E,,,,,,,,,,,59700,81000,59100,73100,70292,,,
366902,94000,99940,99200,142363,244343,332808,390662,408473,479983,E,,,,,,,,,,,,,,73100,70292,,,
366903,,99940,99200,142363,244343,332808,390662,408473,479983,454737,,,,,,,,,,,,,,,,,,
367401,,D,58500,,,,R,E,,,,,,,,,,,,,,R,R,146942,40500,,,
367402,,D,58500,,,,R,103000,,,,,,,,,,,,,,R,R,146942,40500,,,
367701,,,,53500,D,77000,95400,93000,126050,64000,82000,D,E,E,E,,,,,,,,,,,,,
367702,,,,,,77000,95400,93000,126050,64000,82000,D,111000,120000,E,,,,,,,,,,,,,
367801,67200,60200,D,,,,,,,,,,,,,,,,,,,,,,,,,
367901,35250,50000,51050,49060,42850,D,86080,90000,120000,E,E,E,E,E,E,,,,,,,,43100,43200,35140,,,
367902,35250,50000,51050,49060,42850,D,86080,90000,120000,155021,E,E,E,E,E,,,,,,,,,43200,35140,,,
367903,35250,50000,51050,49060,42850,D,86080,90000,120000,155021,142043,E,E,E,E,,,,,,,,,,,,,
368101,72000,56000,62700,71000,80000,53500,145000,150000,182000,E,E,E,E,E,E,,,,,,,46000,68700,98000,80400,,,
368102,72000,56000,62700,71000,80000,53500,145000,150000,182000,E,E,E,E,E,E,,,,,,,,68700,98000,80400,,,
368201,35100,55300,D,43000,D,R,,,,,,,,,,,,,,,,,,,,,,
368202,,,D,43000,D,R,,,,,,,,,,,,,,,,,,,,,,
368203,,,,,,R,,,,,,,,,,,,,,,,,,,,,,
368701,49000,53731,48000,78000,89000,85000,147000,114000,145000,169000,165000,E,E,E,E,,,,,,,,,,,,,
368702,,,,78000,89000,85000,147000,114000,145000,169000,165000,110000,E,E,E,,,,,,,,,,,,,
368801,,,,,70000,,,,,,,,,,,,,,,,19050,,,,,,,
368802,,,,,70000,,,,,,,,,,,,,,,,19050,,,,,,,
368803,,,,,70000,,,,,,,,,,,,,,,,,,,,,,,
368804,,,,,70000,,,,,,,,,,,,,,,,,,,,,,,
369101,6732,11748,12108,1608,9246,18144,0,E,E,E,E,E,E,E,,,,,,,,,,,,,,
369102,6732,11748,12108,1608,9246,18144,0,31020,0,E,E,E,E,E,,,,,,,,,,,,,,
369103,,11748,12108,1608,9246,18144,0,31020,0,11688,11928,E,E,E,,,,,,,,,,,,,,
369201,5810,9492,9851,14760,D,E,E,E,,E,E,E,E,E,E,D,3900,4956,5184,7000,4759,5916,8084,8648,7204,,,
369202,5810,9492,9851,14760,D,4600,E,E,,E,E,E,E,E,E,,3900,4956,5184,7000,4759,5916,8084,8648,7204,,,
369701,9036,9072,11208,D,4822,7300,E,E,E,E,E,E,E,E,E,,D,2420,5676,8340,9564,9180,9156,9324,10884,,,
369702,9036,9072,11208,D,4822,7300,8900,E,E,E,E,E,E,E,E,,,2420,5676,8340,9564,9180,9156,9324,10884,,,
369703,9036,9072,11208,D,4822,7300,8900,11000,E,E,E,E,E,E,E,,,,,8340,9564,9180,9156,9324,10884,,,
369704,,9072,11208,D,4822,7300,8900,11000,5000,8200,12700,E,E,E,E,,,,,,,,,,,,,
369705,,,,,,7300,8900,11000,5000,8200,12700,10860,14800,12700,7601,,,,,,,,,,,,,
369801,11000,14000,14000,,16000,E,,,,,,,,,E,13000,D,5428,9324,9516,9576,7404,9156,10772,24260,6500,,5100
369802,11000,14000,14000,,16000,E,,,,,,,,,E,13000,D,5428,9324,9516,9576,7404,9156,10772,24260,6500,,
369803,11000,14000,14000,,16000,17000,,,,,,,,,E,13000,D,5428,9324,9516,9576,7404,9156,10772,24260,,,
369901,41750,41450,33500,29200,15000,E,E,E,E,E,E,E,E,E,E,3431,5892,6096,7880,6732,6531,4075,2000,D,13504,1042,,
370301,7764,E,E,E,E,E,E,E,E,E,E,E,E,E,E,D,7332,9752,7836,7476,9199,10980,8560,13644,7992,7708,2927,4608
370302,7764,0,0,8000,E,E,E,E,E,E,E,E,E,E,E,D,7332,9752,7836,7476,9199,10980,8560,13644,7992,7708,2927,4608
370303,7764,0,0,8000,E,E,E,E,E,E,E,E,E,E,E,D,7332,9752,7836,7476,9199,10980,8560,13644,7992,7708,,4608
370401,4614,4944,E,E,,E,E,E,E,E,E,E,E,E,E,D,5948,5258,8132,7806,8154,6550,10032,8400,6848,5775,3904,4742
370402,4614,4944,3648,D,,0,E,E,E,E,E,E,E,E,E,,5948,5258,8132,7806,8154,6550,10032,8400,6848,,,
370403,4614,4944,3648,D,,0,1800,0,0,E,E,E,E,E,E,,,,,,,,10032,8400,6848,,,
370501,39000,45750,E,E,E,E,E,E,E,E,E,E,E,E,E,41500,27600,37094,30775,29250,31800,54150,26050,38000,46100,15520,31000,35000
370502,39000,45750,58300,47000,63500,E,E,E,E,E,E,E,E,E,E,41500,27600,37094,30775,29250,31800,54150,26050,38000,46100,15520,,
371101,68960,54200,54057,59500,D,8210,D,29155,,,,,,E,E,,,,,,,,64200,48990,63940,,,
371102,68960,54200,54057,59500,D,8210,D,29155,,,,,,E,E,,,,,,,,,48990,63940,,,
371103,68960,54200,54057,59500,D,8210,D,29155,,,,,,E,E,,,,,,,,,,,,,
371104,,54200,54057,59500,D,8210,D,29155,,,,,,E,E,,,,,,,,,,,,,
371105,,,54057,59500,D,8210,D,29155,,,,,,E,E,,,,,,,,,,,,,
371401,15325,I,E,E,E,E,E,E,E,E,E,,E,E,E,20000,16157,15047,33792,33692,27570,9560,38190,23800,24740,22202,9642,19586
371402,15325,I,I,E,E,E,E,E,E,E,E,,E,E,E,20000,16157,15047,33792,33692,27570,9560,38190,23800,24740,22202,9642,19586
371403,15325,I,I,21200,E,E,E,E,E,E,E,,E,E,E,20000,16157,15047,33792,33692,27570,9560,38190,23800,24740,22202,9642,19586
371501,22000,56200,30000,29274,108800,E,,,,,,,,,,16630,9900,8080,18000,20833,20000,21500,D,31300,26500,15465,,
371502,22000,56200,30000,29274,108800,86299,,,,,,,,,,,9900,8080,18000,20833,20000,21500,D,31300,26500,,,
371503,22000,56200,30000,29274,108800,86299,,,,,,,,,,,,,18000,20833,20000,21500,D,31300,26500,,,
371504,22000,56200,30000,29274,108800,86299,,,,,,,,,,,,,,,,,D,31300,26500,,,
371701,54860,67260,D,E,E,,,E,,,E,E,E,E,E,13500,15400,16600,59200,15056,17000,D,6060,49000,59800,9440,25000,I
371702,,,,57000,79050,,,112580,,,146000,144000,147048,E,E,,,,,,,,,,,,,
371801,44030,46000,D,43000,80000,,E,E,E,E,E,E,E,E,E,33000,7883,19891,25000,20000,25000,D,39000,D,34200,30000,,
371802,44030,46000,D,43000,80000,,82059,65065,R,E,E,E,E,E,E,,,,,,,D,39000,D,34200,,,
371803,44030,46000,D,43000,80000,,82059,65065,R,E,E,E,E,E,E,,,,,,,,39000,D,34200,,,
371901,16000,28000,12000,35000,32000,E,E,E,E,E,E,E,E,E,E,25250,D,7400,15790,24500,31200,29000,15000,11500,17500,24702,,
371902,16000,28000,12000,35000,32000,47000,E,E,E,E,E,E,E,E,E,,D,7400,15790,24500,31200,29000,15000,11500,17500,,,
371903,,,,,,47000,40000,65000,79000,55000,D,65000,120439,45000,E,,,,,,,,,,,,,
372001,52000,40000,D,47000,37800,D,,,E,,,,,,,,,25000,44000,65400,34000,44000,35000,D,35000,,,
372002,52000,40000,D,47000,37800,D,,,E,,,,,,,,,,,,34000,44000,35000,D,35000,,,
372601,67500,73960,71060,74110,E,E,E,E,E,E,E,E,E,E,E,17834,23914,32523,36234,28757,47700,49050,D,56400,D,12961,D,5739
372602,67500,73960,71060,74110,70100,74000,E,E,E,E,E,E,E,E,E,,23914,32523,36234,28757,47700,49050,D,56400,D,,,
372603,67500,73960,71060,74110,70100,74000,50092,72100,74030,89191,E,E,E,E,E,,,,,,,,D,56400,D,,,
372701,14372,10179,10840,13444,26094,18472,,,,,,,,,,,,,,,,,,4500,15850,,,
372702,,,10840,13444,26094,18472,,,,,,,,,,,,,,,,,,,,,,
372703,,,,13444,26094,18472,,,,,,,,,,,,,,,,,,,,,,
372801,D,D,D,19200,E,E,E,E,E,E,,,,,,24000,38838,4472,7788,8676,10824,17576,11832,13314,19880,40000,23000,36500
372802,D,D,D,19200,D,9918,E,E,E,E,,,,,,,,4472,7788,8676,10824,17576,11832,13314,19880,,,
372803,D,D,D,19200,D,9918,1975,E,E,E,,,,,,,,,7788,8676,10824,17576,11832,13314,19880,,,
372804,D,D,D,19200,D,9918,1975,10500,23916,E,,,,,,,,,,,,17576,11832,13314,19880,,,
372901,10052,D,16050,12692,E,E,E,E,E,E,E,E,E,E,E,7275,8784,8769,9471,9783,D,7148,32564,,16070,40000,D,2420
372902,10052,D,16050,12692,10650,11604,E,E,E,E,E,E,E,E,E,7275,8784,8769,9471,9783,D,7148,32564,,16070,,,
372903,10052,D,16050,12692,10650,11604,8700,4440,D,E,E,E,E,E,E,,,,,,,,32564,,16070,,,
372904,,,,,10650,11604,8700,4440,D,0,13656,10590,11640,E,E,,,,,,,,,,,,,
372905,,,,,10650,11604,8700,4440,D,0,13656,10590,11640,E,E,,,,,,,,,,,,,
373401,80000,100000,95025,100000,110000,147000,137000,127040,210000,145000,160000,E,E,E,E,,,,,,,,,,,,,
373402,,100000,95025,100000,110000,147000,137000,127040,210000,145000,160000,E,E,E,E,,,,,,,,,,,,,
373403,,,,100000,110000,147000,137000,127040,210000,145000,160000,147000,E,E,E,,,,,,,,,,,,,
373501,D,59656,72700,73000,84000,87000,63740,58968,78750,D,D,,,E,E,,,,,,,,,,,,,
373502,,,,73000,84000,87000,63740,58968,78750,D,D,,,E,E,,,,,,,,,,,,,
373503,,,,,84000,87000,63740,58968,78750,D,D,,,E,E,,,,,,,,,,,,,
373504,,,,,,87000,63740,58968,78750,D,D,,,E,E,,,,,,,,,,,,,
373601,76400,D,D,59000,53413,58150,56200,50100,52650,50100,E,E,E,,E,,,,,,,,,D,44774,,,
373602,,,D,59000,53413,58150,56200,50100,52650,50100,56000,D,E,,E,,,,,,,,,,,,,
373701,,,,,58720,77000,84000,76905,80000,98000,114000,130000,126000,E,E,,,,,,,,,,,,,
373702,,,,,58720,77000,84000,76905,80000,98000,114000,130000,126000,E,E,,,,,,,,,,,,,
373703,,,,,,,,76905,80000,98000,114000,130000,126000,138000,161020,,,,,,,,,,,,,
373801,12000,D,D,7000,6800,E,E,E,E,E,E,E,E,E,E,48400,22000,18459,17000,11814,D,7100,7044,6000,0,39610,,
373901,76300,87000,96972,D,105000,89760,115000,114931,96075,123128,205500,E,E,E,E,,,,,,,,,,,,,
373902,,,96972,D,105000,89760,115000,114931,96075,123128,205500,D,E,E,E,,,,,,,,,,,,,
374001,20400,25400,32800,34000,46800,22019,D,E,E,E,E,E,E,E,E,,,,35000,10500,D,D,16160,24760,14100,,,
374002,20400,25400,32800,34000,46800,22019,D,60000,E,E,E,E,E,E,E,,,,,,D,D,16160,24760,14100,,,
374101,12820,6880,26832,D,58475,D,69940,D,E,E,E,E,E,E,E,,,,,,6000,2050,4800,6800,6875,,,
374401,28292,25030,36392,31262,40752,43192,E,E,E,E,E,E,E,E,E,25086,29500,32000,14600,19100,21392,D,24200,24700,26550,,,
374601,47100,D,58500,66500,110000,100000,E,E,E,E,E,,E,,,,34050,37000,D,71100,60400,40000,D,40000,90050,,,
374602,47100,D,58500,66500,110000,100000,D,E,E,E,E,,E,,,,,,,71100,60400,40000,D,40000,90050,,,
374603,47100,D,58500,66500,110000,100000,D,180000,196690,E,E,,E,,,,,,,,,40000,D,40000,90050,,,
375201,57012,58836,66000,R,R,86000,R,96000,,E,E,E,,E,,,,,,44940,40956,53000,54000,D,56000,,,
375301,31500,32000,D,D,E,E,E,E,E,E,E,E,E,E,E,21246,15140,21130,21680,26616,56000,28000,30000,32700,25060,15761,D,25000
375302,31500,32000,D,D,46000,E,E,E,E,E,E,E,E,E,E,21246,15140,21130,21680,26616,56000,28000,30000,32700,25060,,,
375303,31500,32000,D,D,46000,D,R,E,E,E,E,E,E,E,E,,,21130,21680,26616,56000,28000,30000,32700,25060,,,
375304,31500,32000,D,D,46000,D,R,70000,61500,D,147342,E,E,E,E,,,,,,,,,,,,,
375601,20347,22000,30000,71700,80036,36300,E,E,E,E,,,,,,,40000,8344,D,13279,19500,D,4700,8000,8000,,,
375801,D,42020,D,42520,44000,,,,E,E,E,,,,,,,,60000,D,69000,D,D,15000,D,,,
375901,40030,D,39100,D,59000,,,,,E,E,E,E,E,E,,13100,15000,20131,17200,D,26000,21000,31000,38000,,,
375902,40030,D,39100,D,59000,,,,,E,E,E,E,E,E,,,,20131,17200,D,26000,21000,31000,38000,,,
375903,40030,D,39100,D,59000,,,,,D,E,E,E,E,E,,,,,,,,,31000,38000,,,
376801,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,7542,6060,6506,8715,10056,8640,10728,7260,10544,E,5555,4856,8154
376802,9789,E,E,E,E,E,E,E,E,E,E,E,E,E,E,7542,6060,6506,8715,10056,8640,10728,7260,10544,14857,5555,4856,8154
376901,18672,20282,,E,E,E,E,E,E,E,E,E,E,E,E,9000,9077,10714,9919,7856,9254,9516,16000,,18000,8613,4035,6316
376902,18672,20282,,5500,E,E,E,E,E,E,E,E,E,E,E,9000,9077,10714,9919,7856,9254,9516,16000,,18000,8613,4035,6316
376903,18672,20282,,5500,16688,22400,24000,29271,E,E,E,E,E,E,E,,,,,,9254,9516,16000,,18000,,,
377001,52000,41315,38250,52022,55000,0,82022,E,E,E,E,E,E,E,E,,,20915,22020,40475,D,32000,36000,42050,47850,,,
377002,52000,41315,38250,52022,55000,0,82022,83030,E,E,E,E,E,E,E,,,,,,D,32000,36000,42050,47850,,,
377101,19285,21450,30516,27724,D,24400,48572,32004,43017,40018,40990,E,E,E,E,,,,,,,,,,29030,,,
377102,,,,27724,D,24400,48572,32004,43017,40018,40990,50500,E,E,E,,,,,,,,,,,,,
377103,,,,27724,D,24400,48572,32004,43017,40018,40990,50500,41000,E,E,,,,,,,,,,,,,
377104,,,,,D,24400,48572,32004,43017,40018,40990,50500,41000,E,E,,,,,,,,,,,,,
377201,23000,23350,26500,25600,40500,53800,,,,,,,,,,,,,26150,29432,31200,33645,37400,32650,24000,,,
377202,23000,23350,26500,25600,40500,53800,,,,,,,,,,,,,,,,33645,37400,32650,24000,,,
377203,23000,23350,26500,25600,40500,53800,,,,,,,,,,,,,,,,,,,,,,
377301,30528,30000,42500,51440,,,,,,,,,,,,8877,23292,,,,,17200,23684,20250,41860,7589,10000,4600
377302,30528,30000,42500,51440,,,,,,,,,,,,,,,,,,17200,23684,20250,41860,,,
377303,30528,30000,42500,51440,,,,,,,,,,,,,,,,,,17200,23684,20250,41860,,,
377401,50000,50000,50000,,,E,E,E,E,E,E,E,E,E,E,30010,10400,,D,D,D,D,50000,50000,D,27000,,
377402,50000,50000,50000,,,12960,20448,E,E,E,E,E,E,E,E,,,,D,D,D,D,50000,50000,D,,,
377901,839078,160097,102056,E,E,E,E,E,E,E,E,E,E,E,E,D,D,55012,53188,56137,62350,70374,86187,92329,159805,33690,I,28685
377902,839078,160097,102056,121406,E,E,E,E,E,E,E,E,E,E,E,D,D,55012,53188,56137,62350,70374,86187,92329,159805,33690,,28685
377903,839078,160097,102056,121406,120590,145990,151000,E,E,E,E,E,E,E,E,,,55012,53188,56137,62350,70374,86187,92329,159805,,,
377904,839078,160097,102056,121406,120590,145990,151000,156000,E,E,E,E,E,E,E,,,,,56137,62350,70374,86187,92329,159805,,,
378101,83600,80500,82000,89700,113000,,134000,146000,122780,E,E,E,E,E,E,,,,,,,,,63000,56500,,,
378102,83600,80500,82000,89700,113000,,134000,146000,122780,87828,E,E,E,E,E,,,,,,,,,,56500,,,
378301,67000,65000,63700,84100,115150,D,D,D,199000,192000,D,E,E,E,E,,,,,,,,,,,,,
378302,,,63700,84100,115150,D,D,D,199000,192000,D,E,E,E,E,,,,,,,,,,,,,
378401,23500,25270,21990,D,E,E,E,E,E,E,E,E,E,E,E,13000,9000,21936,11400,6000,8000,5944,6000,35000,24000,I,6000,6000
378402,23500,25270,21990,D,32000,D,33867,D,E,E,E,E,E,E,E,,,,,,8000,5944,6000,35000,24000,,,
378601,46400,42884,D,49850,50000,46000,D,57400,65000,71500,E,E,E,E,E,,,,,,,,,39720,51464,,,
378602,,,D,49850,50000,46000,D,57400,65000,71500,95000,E,E,E,E,,,,,,,,,,,,,
378701,50000,50000,53200,19300,33800,E,E,E,E,E,E,E,E,E,E,23020,23406,26000,40700,44710,54000,47000,40000,50050,50100,30950,,23300
378702,50000,50000,53200,19300,33800,29774,16400,21000,E,E,E,E,E,E,E,,,,,,,47000,40000,50050,50100,,,
378703,50000,50000,53200,19300,33800,29774,16400,21000,E,E,E,E,E,E,E,,,,,,,47000,40000,50050,50100,,,
378704,50000,50000,53200,19300,33800,29774,16400,21000,19800,25600,30000,E,E,E,E,,,,,,,,,,,,,
379001,44000,44383,47569,39860,19584,25914,D,E,E,E,E,E,E,E,E,,,,,27572,20000,31016,33979,32204,34666,,,
379002,44000,44383,47569,39860,19584,25914,D,26718,E,E,E,E,E,E,E,,,,,,20000,31016,33979,32204,34666,,,
379101,8420,21300,56000,48000,E,E,E,E,E,E,E,E,E,E,E,29250,26242,38300,60000,56560,48624,22000,26200,18300,9040,30150,18928,24000
379102,8420,21300,56000,48000,D,28000,E,E,E,E,E,E,E,E,E,29250,26242,38300,60000,56560,48624,22000,26200,18300,9040,,,
379103,,,,48000,D,28000,390662,119520,207000,218000,112000,240800,E,E,E,,,,,,,,,,,,,
379301,62000,65000,65200,96200,D,82200,83000,E,E,E,E,E,E,E,E,,,27200,34153,38600,37740,47100,52000,60200,60400,,,
379302,62000,65000,65200,96200,D,82200,83000,64150,75000,E,E,E,E,E,E,,,,,,,,52000,60200,60400,,,
379401,D,160097,189918,D,D,D,142970,D,170000,143000,E,E,E,E,E,,,,,,,,,,D,,,
379402,,160097,189918,D,D,D,142970,D,170000,143000,170000,E,E,E,E,,,,,,,,,,,,,
379403,,,,D,D,D,142970,D,170000,143000,170000,165600,E,E,E,,,,,,,,,,,,,
379701,27110,34210,47000,66723,35852,D,37560,42400,E,E,E,E,E,E,E,,,,,,8000,6000,D,R,9000,,,
379801,56000,60000,58500,78000,95000,47000,117000,130000,E,E,E,E,E,E,E,,,,,55000,45600,35800,58000,,63500,,,
379802,56000,60000,58500,78000,95000,47000,117000,130000,145000,E,E,E,E,E,E,,,,,,,35800,58000,,63500,,,
379803,56000,60000,58500,78000,95000,47000,117000,130000,145000,E,E,E,E,E,E,,,,,,,,58000,,63500,,,
379804,56000,60000,58500,78000,95000,47000,117000,130000,145000,106000,104000,E,E,E,E,,,,,,,,,,63500,,,
379805,,,,78000,95000,47000,117000,130000,145000,106000,104000,497763,E,E,E,,,,,,,,,,,,,
379901,,,34000,31350,40000,46000,155000,408473,200000,244000,250000,E,E,E,E,,,,,,,,,,,,,
379902,,,,,,46000,155000,408473,200000,244000,250000,497763,595986,300000,E,,,,,,,,,,,,,
380001,62360,63000,47000,47000,D,22000,D,90948,89675,87000,40000,E,E,E,E,,,,,,,,,,,,,
380002,,,,47000,D,22000,D,90948,89675,87000,40000,74000,E,E,E,,,,,,,,,,,,,
380201,40000,44000,50000,55360,51858,55000,27805,27100,34200,40000,E,E,E,,,,,,,,,,,47000,47000,,,
380401,27000,D,31200,34550,54650,D,70050,90100,91000,E,E,E,E,E,E,,,,,,,33600,40400,D,25000,,,
380402,27000,D,31200,34550,54650,D,70050,90100,91000,98200,E,E,E,E,E,,,,,,,,,D,25000,,,
380601,62000,7275,75450,94000,123864,133000,8120,136000,236000,E,E,E,E,E,E,,,,,,,62600,65200,58200,60125,,,
380602,62000,7275,75450,94000,123864,133000,8120,136000,236000,226000,E,E,E,E,E,,,,,,,,,58200,60125,,,
380901,,,,,,,D,163000,221000,212000,198000,220000,218000,259000,290000,,,,,,,,,,,,,
381201,839078,78000,189918,974100,60500,332808,90000,200000,100000,E,E,E,E,E,E,,,,,,,100001,79000,86000,86000,,,
381301,14284,16000,17500,22032,D,E,E,E,E,E,E,E,E,E,E,D,75001,2407,12600,15113,65000,15000,16000,6000,21200,I,,20000
381302,14284,16000,17500,22032,D,15446,E,E,E,E,E,E,E,E,E,,75001,2407,12600,15113,65000,15000,16000,6000,21200,,,
381303,14284,16000,17500,22032,D,15446,D,E,E,E,E,E,E,E,E,,,2407,12600,15113,65000,15000,16000,6000,21200,,,
381304,14284,16000,17500,22032,D,15446,D,33775,E,E,E,E,E,E,E,,,,,15113,65000,15000,16000,6000,21200,,,
381401,,,,D,14000,9000,24850,41900,45700,46000,34000,58700,E,E,E,,,,,,,,,,,,,
381701,,,,974100,76220,70000,83800,89000,73753,107000,88100,62572,E,E,E,,,,,,,,,,,,,
381901,14000,25000,D,20000,39741,34500,38796,E,E,E,E,E,E,E,E,,,14386,10742,D,D,11096,D,D,D,,,
381902,14000,25000,D,20000,39741,34500,38796,23900,E,E,E,E,E,E,E,,,,,,D,11096,D,D,D,,,
381903,14000,25000,D,20000,39741,34500,38796,23900,37000,E,E,E,E,E,E,,,,,,,11096,D,D,D,,,
381904,14000,25000,D,20000,39741,34500,38796,23900,37000,D,E,E,E,E,E,,,,,,,,,D,D,,,
